,tweet,emoji,polarity,emotion
126,"#Ukraine #Kyiv region
Poor exhausted people transform into happy ones when they realise the soldiers are actually #Ukrainian liberators! Tired grannie can not stop her tears when she says she still can not believe the horror of #Russian occupation is gone. 😭 https://t.co/kbn9EyYDfm",['😭'],0,3
127,"We will never forget how Ronald Reagan of the U.S violently refused to implement UN sanctions against Apartheid South Africa. This is what they do 😡😡😡

#Ukraine #FreePalestine https://t.co/ANJPP77SHe","['😡', '😡', '😡']",0,4
128,"A typical daily message to #Ukrainians from the President of #Ukraine 😂

“Guys. Kievans. Ukrainians. I am in the city. I didn't hide anywhere. Seriously, damn. Here, you see? I'm walking in the park""
#Zelensky #UkraineUnderAttack https://t.co/5zck73I4Ue",['😂'],1,1
129,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
130,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
131,"#Australian shopping centres are carrying saturation recruitment propaganda aimed at young people who want to be heroes and travel the world .. to disgrace and death in the next foreign wars after #Afghanistan, #Iraq and #Syria .. perhaps #Ukraine and #China? 😬 https://t.co/XnkuvUuRLe",['😬'],0,6
132,🇺🇦#Ukraine 🚀🚁💥 Welcome to Ukraine 😂😳🫣 https://t.co/CSza3KFu5l,['😂'],1,1
133,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
134,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
135,"Yup.  Knew optimism too much re: #Mariupol evac 😠  
https://t.co/Xftw7w7bnS",['😠'],0,4
136,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
137,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
138,"Imagine, US being oil dependent as pre-2009.

Would USA dare to try what it is trying to do in #UkraineWar ?

Not for sure!, But only Europe fell for it😅

Europe suffering &amp; whole oil dependent countries are suffering!",['😅'],1,1
139,"🎉 FREE #NFTGiveaways 🎉

Giving away this #UkraineWar #NFTs 😍❤️

https://t.co/8jpqEitdt7

To win:
1️⃣ Follow me
2️⃣ Like &amp; Retweet
3️⃣ Drop your #ETH wallet address

In 24 hours 🎁 36 Winners last 3 days!

#NFTCommunity #NFTCollection #nftartist #nftart  #NFTdrops #赠品 #空投 https://t.co/4d7jm6JnoB",['😍'],1,1
140,"This is really wild! 😬😳😱
#UkraineRussianWar
#Ukraine #Russia #RussiaUkraine
https://t.co/Lt0zTuZIDa",['😬'],0,6
141,"#russian troops leaving Chernobyl will be easy to find because they glow in the dark. 🤣
https://t.co/IJABJVLyma",['🤣'],1,1
142,@dkaleniuk @momsresistnow @stefanyshyna I am so sorry for their loss. 🙏💙😞#PutinWarCrimes,['😞'],0,3
143,The Oligarch was shitting himself when he got caught out 🤣 either he’s not waking up the next day or he’s off to the gulags #Ukraine #UkraineRussiaCrisis #UkraineRussiaConflict #Russia #RussiaUkraineConflict #Kiev #Kyiv #Kharkiv #Mariupol #Odessa #Putin https://t.co/4NUc2Z54hU,['🤣'],1,1
144,Bloopers 😂♥️#actuallysickem #youtube #YouTubers #Homeless #Ukraine 💀 NYC #AprilFoolsDay #explore https://t.co/zIAYVDYF81,['😂'],1,1
145,"Now, International students can go back to China. China is ready to issue visas for everyone! #china #takeUsBackToChina #takeusbacktoCHN #EU #LockUpp #study #Russian #World #HappyBirthdayLiquorose #HiyyihGotTheCrown #CCP 
😄#AprilFoolsDay",['😄'],1,1
146,"#Australian shopping centres are carrying saturation recruitment propaganda aimed at young people who want to be heroes and travel the world .. to disgrace and death in the next foreign wars after #Afghanistan, #Iraq and #Syria .. perhaps #Ukraine and #China? 😬 https://t.co/XnkuvUuRLe",['😬'],0,6
147,"@1joav @JimKilbane @4Yourinformati3 @GCDCBflo @AC_Harmony @CavitenaA @lynyrd1959 @FryerTuck7 @author_rea @picchiboo @alexand_whit @johnfeal2 @DumpsterTrain @Stefffffunny @DrSNWilson @katibug957 Hiii Joav🤗♥️, how are ya?!🤗🌹
I noticed ur song had Springsteen in it😁so I opted 4 one of HIS classics!!!!😅😁🌹🎤🎸🎹😁😁

Thx SO much🤗🌹😘, happily following ALLL these Beauties😁, HAPPY (ALMOST😅) WEEKEND!!!!😅🥳🎊♥️🍾🍺🎉😁

#SlavaUkraïni!!!💙🌻🇺🇦

https://t.co/NmiiLIMwMM https://t.co/r9bsFK8au3","['😅', '😅', '😅']",1,1
148,"Little #Zelensky looking for that Mf Putin...🤔🤣🤣
#SlapPutinWarCriminal
 https://t.co/diINMR1QMH
NATO #Ukraine","['🤣', '🤣']",1,1
149,@Gunner_Vitale @Florida51491495 Cardboard did quite some damage…😀 #UkraineRussiaWar https://t.co/yFlhIbeZDP,['😀'],1,1
150,"Mariupol Ukraine right now... 😢
⚡ #BreakingNews 

#Kyiv
#BREAKING
#Kiev  
#Ukraine 
#UkraineRussiaCrisis #Russian 
#Crimea #Belarus #UkraineRussia https://t.co/O5FSw3BtBv",['😢'],0,3
151,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
152,"put down #Putin? 
#Putin addressing the world leaders 😂

https://t.co/KvdCdt6Mnf",['😂'],1,1
153,East Europe geography according to #Biden #SOTU IRANIAN😂 #Potus https://t.co/kCDxxdrRSZ,['😂'],1,1
154,"put down #Putin? 
#Putin addressing the world leaders 😂

https://t.co/KvdCdt6Mnf",['😂'],1,1
155,@MEAIndia Ahhh... Cheap #oil... Got it... Enjoy #India...😬 #Ukraine 🇺🇦🙏,['😬'],0,6
156,"On Monday 04 April 2022 (at 16h CET) @LaCarCons and I will host a Twitter Spaces conversation on proposals for an #aggression tribunal re #Ukraine. Our main speakers: @Phoebe_Okowa @kevinjonheller and @k_gorobets. 

Please join us; it’ll be a free-flowing informal conversation 😊 https://t.co/bqGr5grB7V",['😊'],1,1
157,"Nobody cares, Ukraine stands alone 😢
#StandWithUkraine 🇺🇦 https://t.co/Ofq2dkvczQ",['😢'],0,3
158,1/2🤬 The russcist occupiers confiscated 14 tons of food and medicine that Ukraine sent to the people of Melitopol. Humanitarian aid was brought to the city in 12 buses that are desgnated to evacuate people  #StopPutin #StopRussia,['🤬'],0,4
159,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
160,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
161,Join me Tonight at 7.00p.m UK time https://t.co/lLnx0pzUGF for #Ukraine relief fund show I will be auctioning off the Nightengale Bard with the custom base I made for it to raise money to help #reapermini #DnD #criticalrole #miniaturepainting 😍🧙‍♂️ https://t.co/yEpYafub5B,['😍'],1,1
162,Great tweet! 😂🇺🇦🇺🇸💙💛  #SlavaUkraini https://t.co/ubeLDEMfbQ,['😂'],1,1
163,"I'm sure White House will clarify this statement again!!🤣🤣🤣🤣

#RussiaUkraineWar https://t.co/pc089ZvoMz","['🤣', '🤣', '🤣', '🤣']",1,1
164,Oh my God!😢 Watch&amp;Share THIS👇🏼🇺🇦 #StopPutinNOW #GloryToUkraine #StandUpForUkraine @POTUS @VP @funder @savvides_bee @DenverOdie @TWolfewolf @Lisarebtweet1 @DenverOdie @New_AllyO @NewWaverBoy @fireman452a @edjurye @Gdad1 @gil4cosd9 @Felix147MJ https://t.co/TTkM8iRcAj,['😢'],0,3
165,"always save something on my phone for just special request like this 😂😘

#SAGAwards 
#90DayFiance
#Euphoria
#EuphoriaSeason2
#PeakyBlinders
#StandWithUkriane
#90dayfiancebeforethe90days
#UkraineUnderAttack
#EuphoriaHBOMax
#daterush
 #americanidol
#EuphoriaDay
#BTC
#IdolPremiere",['😂'],1,1
166,"First day of school after 2 years of the pandemic. And this old art installation greeted us.

What a wonderful surprise and such a lovely message. Perfect! #Ukraine #Russia

Zoom into the text. 😍🕊 https://t.co/IsqmzIYuyE",['😍'],1,1
167,"@lapatina_ This should never be a reality. This is horrific &amp; pure evil. Women all over the world are with you, heartbroken for these #warcrimes being committed. Please arm all #ukrainian women to protect themselves from this horror. Please get women &amp; children to safety. I am so sorry!!😭",['😭'],0,3
168,Ummm...what? Is he saying he’s not #Biden 😂😂 @catturd2 @DanScavino @DonaldJTrumpJr @PapiTrumpo @JesseBWatters @TuckerCarlson @greggutfeld https://t.co/lzVhTZN71k,"['😂', '😂']",1,1
169,"@spook_info Well I hate to tell #Russia, however I don’t think there is a smash repairs alive that will say “it will buff right out good as new” lol 🤣

You’ve got to respect the people of #Ukraine as they have more guts &amp; determination than 99.9% of World Leaders! 

Slava Ukraini 💙🇺🇦💛🕊",['🤣'],1,1
170,"Warn, Demand, Threaten, War. The whole world is laughing at the western “leaders.” #Hubris instead of #Humility
Shameless!! 🤣🤣👇🏽🤦🏽‍♀️#Russia #Ukraine #India #China #Africa #MiddleEast #SouthAmerica https://t.co/81GwI3L6Jr","['🤣', '🤣']",1,1
171,"put down #Putin? 
#Putin addressing the world leaders 😂

https://t.co/KvdCdt6Mnf",['😂'],1,1
172,"Warn, Demand, Threaten, War. The whole world is laughing at the western “leaders.” #Hubris instead of #Humility
Shameless!! 🤣🤣👇🏽🤦🏽‍♀️#Russia #Ukraine #India #China #Africa #MiddleEast #SouthAmerica https://t.co/81GwI3L6Jr","['🤣', '🤣']",1,1
173,✅ PUTIN’S DECLASSIFIED PHONE CALL 😂😂😂 #Putin #PutinWarCriminal #PutinIsaWarCriminal #Ukraine #UkraineRussiaWar #UkraineWar #WorldWarIII #worldwar3 #ElonMusk #news #newsalert #Trending #moscow #Russia #iPhone #Crypto #StopRussia #StocksToBuy #stocks #BreakingNews #CNN #CNBC https://t.co/S4Wu1Vheod,"['😂', '😂', '😂']",1,1
174,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
175,Its not going so well for #PutinWarCriminal aka #PutinHitler rn according to @WhiteHouse.😂 And @BWallaceMP confirmed that the UK is sending  heavy artillery to #Ukraine️ &amp; #Zelenskyy.✊ We are more united than ever🙌. #Putin cant win against such strength. https://t.co/xuMKMZgz6j,['😂'],1,1
176,"@tomzellerjr If we could only fund a program to stop poor uneducated people from reproducing…

We could name it planned parenting or something of the such 🤣

Seriously, @PPFA murders more people each month than #Putin so where’s the moral outrage?",['🤣'],1,1
177,"We are going to use 8% of the tokens of the technical tWe will use 8% of the tokens of the technical team for fundraising, 😃

Fundraising costs will be donated to #Ukraine for humanitarian aid. do you support it? 
@VitalikButerin https://t.co/HILiJCHs2L",['😃'],1,1
178,"#BREAKING

#Russia #China #India #Iran #Syria #SaudiArabia ( all Arab countries) #Pakistan s forced had a nonstop offensive &amp; captured the whole #Dnipro eastern banks + #Odssea #Kiev ( it’s west &amp; east clashes now!

WW3 begin from last night from #Ukraine

😞😞😞😞😞 #uk #usa👻☠️ https://t.co/zYtOLmGgoJ","['😞', '😞', '😞', '😞', '😞']",0,3
179,"This guy been taking lessons from trump wen ur losing hold a rally double down on the big lie &amp; propaganda fools can't tell the difference😭
#PutinWarCrimes #StandWithUkraine #ArmUkraineNow #Zelenskyy https://t.co/XwctPRDdjm",['😭'],0,3
180,"😡 Russians kidnapped 12-year-old girl Kira Obedinska from besieged #Mariupol, who was orphaned in this war due to Russian aggression - the Office of the Prosecutor General has launched an investigation.

#StopRussianAgression
#StopWarInUkraine https://t.co/MzvudVw13m",['😡'],0,4
181,"@AlexWal59758728 @AKA_RealDirty @JesseBWatters @tolmanbrett We have been through this a 1,000 TIMES! It has all been debunked by bipartisan committees for 6 years!!
NOW your #Trump is begging BFF #Putin to 'release the dirt on Hunter!' lol 🤣
&amp; what happened to the #DurhamReport ? 🤔 Keep going back &amp; forth, conspiracies!!!",['🤣'],1,1
182,😂😂😂😂 #Africa will support #Russia. They ain't gonna tolerate racism from #Ukraine. #NaziUkraine already shot themselves in their already hopping foot by mistreating their students. Africa bows to no one. We've seen the videos of Ukrainian outfit beating up Africans. https://t.co/PUWSj5JNQP,"['😂', '😂', '😂', '😂']",1,1
183,#Putin alone in the world.  😂 https://t.co/VoA5EBBOU1,['😂'],1,1
184,"#Ukraine desperately needs some LGBT friendly dildo-launchers. Please Mr. President pay attention to this important request of the Ukrainian people.
😂 https://t.co/lp75MukeUn",['😂'],1,1
185,"😢😒😎...yes I feel disconsolate about this particular issue and so many others based on science and our altered climate. We all can make a difference #Resistance . Lobby , engage, boycott, recycle,clean, #Trudeau  #Biden we have to save this baby . Let’s start today ✌️💜🙏🇺🇸🇨🇦🌞 https://t.co/yhxsYRV209",['😢'],0,3
186,What is trending right now?  #की (14)  #🙏 (12)  #Russia (11)  #हैं (10)  #का (9)  #🤣 (7)  #India (7)  #Ukraine (7) https://t.co/BwFoyUp8Zg,['🤣'],1,1
187,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
188,"bedtime stories...once upon a time the bear &amp; porcupine lived in harmony they picked oranges on way home then played a game ""close ur eyes then open""porcupine had taken all the ripe oranges and the bear reacted ANGRILY😭
#PutinWarCrimes #StandWithUkraine #ArmUkraineNow #Zelenskyy https://t.co/pfS05b1f9g",['😭'],0,3
189,USER &amp; PASS for MASHOIL bc they were “concerned” for their IT safety 🤣💀💀 The email is from 3/26 so info might still be valid 😈  There are also 5 LIC files I can’t open if anyone wants to try 🤷🏻‍♀️🙏 #mashoil👉daybook👉169.eml #FCKPTN #fckputin #oprussia #anonymous #Russia https://t.co/VEHJv8bwkx,['🤣'],1,1
190,"@DubaiPoliceHQ That's amazing!
Please check this out.
I would suggest this kind of project to the police in our country. 😃😃🇹🇭 

@minicak93065253

#DubaiPoliceNFT
#NFT #NFTGiveaway #Giveaway #NFTs #NFTCollection #nftart #NFTartists #Minting #nftairdrop #solsea #NFTpolice #Dubai","['😃', '😃']",1,1
191,biden’s cheat sheet and still wont cover up the mess he made with this 😂 #BidenIsALaughingstock #BidenIsADisgrace #BidenCrimeFamilly #biden #BidenHarris https://t.co/HCSsl8JSc8,['😂'],1,1
192,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
